"ExtensionProperty","DeletionTimestamp","ObjectId","ObjectType","AccountEnabled","AgeGroup","AssignedLicenses","AssignedPlans","City","CompanyName","ConsentProvidedForMinor","Country","CreationType","Department","DirSyncEnabled","DisplayName","FacsimileTelephoneNumber","GivenName","IsCompromised","ImmutableId","JobTitle","LastDirSyncTime","LegalAgeGroupClassification","Mail","MailNickName","Mobile","OnPremisesSecurityIdentifier","OtherMails","PasswordPolicies","PasswordProfile","PhysicalDeliveryOfficeName","PostalCode","PreferredLanguage","ProvisionedPlans","ProvisioningErrors","ProxyAddresses","RefreshTokensValidFromDateTime","ShowInAddressList","SignInNames","SipProxyAddress","State","StreetAddress","Surname","TelephoneNumber","UsageLocation","UserPrincipalName","UserState","UserStateChangedOn","UserType"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"8f74a0f8-39d9-4083-a88c-e0531f48288a","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"carliwhaley@outlook.com",,,,,,,,"carliwhaley@outlook.com","carliwhaley_outlook.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/26/2021 1:43:25 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"carliwhaley_outlook.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-07-26T13:43:25Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"9a9d92b1-6e7a-4b2a-9b92-eb280576093f","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"caseykrein31@gmail.com",,,,,,,,"caseykrein31@gmail.com","caseykrein31_gmail.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/26/2021 1:43:02 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"caseykrein31_gmail.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-07-26T13:43:02Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"306ae10e-d68e-4527-a66b-eadccc623b30","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Cheryl Bailey",,"Cheryl",,"vGgOJGjhhkGvakefIlHRvw==",,,,"cbailey@cbww.com","cbailey",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","6/1/2022 4:54:38 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]","cbailey@cbww.com",,,"Bailey",,"US","cbailey@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"3f53c097-3174-4e7d-b4a3-2c29040d0538","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"cbusch@cbwm.com",,,,,,,,"cbusch@cbwm.com","Guest_3f53c09731744e7db4a32c29040d0538",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","1/27/2021 9:15:05 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"cbusch_cbwm.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-01-27T21:15:05Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"2c93acad-bacc-4139-90c4-8c97e546c29a","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"cbwwesley@gmail.com",,,,,,,,"cbwwesley@gmail.com","cbwwesley_gmail.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/26/2021 1:43:13 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"cbwwesley_gmail.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-07-26T13:43:13Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"cdedbb07-5dac-4db7-aa5f-a02aef61743c","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"cbwwglobal",,,,,,,,"cbwwglobal@cbww.com","cbwwpreviews",,,"System.Collections.Generic.List`1[System.String]","None",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","4/15/2016 12:52:24 AM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"cbwwpreviews@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"8ae0080c-a024-4925-b0b2-714a6fdf4b48","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"CC Billing",,,,,,,,"ccbilling@cbww.com","ccbilling",,,"System.Collections.Generic.List`1[System.String]","None",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","11/15/2021 3:11:38 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]","ccbilling@cbww.com",,,,,"US","ccbilling@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"78ad1c43-09e4-4690-a2f2-f9a0b4430edb","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Charlotte Delozier",,"Charlotte",,"hXQfR+i2WkG+5kc3qYxy0Q==",,,,"CDelozier@cbww.com","cdelozier",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","2/3/2021 8:52:48 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]","78ad1c4309e44690a2f2f9a0b4430edbcdelozier@cbww.com",,,"Delozier",,"US","cdelozier@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"4f965d03-0206-4ca0-a58a-a5ea6840c1a1","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Carmelo Escobar",,"Carmelo",,,,,,"cescobar@cbww.com","cescobar",,,"System.Collections.Generic.List`1[System.String]","None","class PasswordProfile {
  Password: 
  ForceChangePasswordNextLogin: True
  EnforceChangePasswordPolicy: False
}
",,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","10/19/2020 12:35:46 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,"Escobar",,"US","cescobar@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"955f2096-86a7-4417-b3d8-5ee7f6c41438","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"chad.grennor@gmail.com",,,,,,,,"chad.grennor@gmail.com","chad.grennor_gmail.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/26/2021 1:42:51 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"chad.grennor_gmail.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-07-26T13:42:51Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"659fbca4-ea8b-49c0-be03-01c3e681ff1a","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Carol Hart",,"Carol",,"lh3Qx348hkCtLLcKHQqyBA==",,,,"CHart@cbww.com","chart",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","11/29/2021 2:33:58 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]","CHart@cbww.com",,,"Hart",,"US","chart@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"5073fd12-4477-4cc1-af54-8bfffb78f998","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"chris.hughes@coldwellbanker.com",,,,,,,,"chris.hughes@coldwellbanker.com","Guest_5073fd1244774cc1af548bfffb78f998",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","2/20/2021 12:12:27 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"chris.hughes_coldwellbanker.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-02-20T12:12:27Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"d0ad3ffe-c5e9-4a7f-91ca-0676154a64ad","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"cindyepperly@gmail.com",,,,,,,,"cindyepperly@gmail.com","cindyepperly_gmail.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/26/2021 1:42:48 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"cindyepperly_gmail.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-07-26T13:42:48Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"848a51cb-8d6f-4465-a722-91526299cf7f","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"cindymc@coldwellbanker.com",,,,,,,,"cindymc@coldwellbanker.com","Guest_848a51cb8d6f4465a72291526299cf7f",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","2/20/2021 12:12:16 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"cindymc_coldwellbanker.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-02-20T12:12:16Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"59deb640-56c8-446c-a9f9-890f0c1148b0","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Celeris Licensing",,"Celeris",,,,,,"CLicensing@cbww.com","CLicensing",,,"System.Collections.Generic.List`1[System.String]","None",,,,"en-US","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","10/29/2015 1:30:59 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,"Licensing",,,"CLicensing@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"ed87a9a7-6d23-4354-8ad3-de20d1a2eaf3","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Carolyn Moore",,"Carolyn",,"cF9nTrmMJEqrr8JpwRWr9A==",,,,"CMoore@cbww.com","cmoore",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","8/3/2020 3:27:32 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,"Moore",,"US","cmoore@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"a7576a26-150d-4984-8fe2-5fd9a356ea08","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Celeris Networks",,"Celeris",,,,,,"cniadmin@cbww.com","cniadmin",,,"System.Collections.Generic.List`1[System.String]","None",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","10/5/2018 5:32:21 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,"Networks",,"US","cniadmin@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"66cc7d6d-5001-4673-9e15-000ec2439b6e","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Commercial Copier",,,,,,,,"comcopier@cbww.com","comcopier",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","1/12/2021 10:10:11 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"comcopier@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"ff614e8a-0d2b-44aa-99a6-c88cd52f28f6","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"CBW Conference",,"CBW",,"yov+n9Qjx0utFM6i82D3IQ==",,,,,"conference",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","12/16/2021 7:11:14 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,"Conference",,,"conference@ColdwellBank.onmicrosoft.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"78d863ae-3a3d-45a4-95b8-fe0852c56e92","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"CBW Contact",,,,,,,,"contact@cbww.com","contact",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","1/19/2022 3:55:38 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"contact@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"8afb2113-9e90-4343-bfbf-2cf99a186fe6","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Carmen Pitt",,"Carmen",,"um4S6tpAXkiGj7w93QoL6Q==",,,,"cpitt@cbww.com","cpitt",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","12/29/2021 5:35:12 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]","cpitt@cbww.com",,,"Pitt",,"US","cpitt@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"d7229ed0-19ea-4404-aa23-c7daf557cd6a","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"crawforddanrealtor@gmail.com",,,,,,,,"crawforddanrealtor@gmail.com","crawforddanrealtor_gmail.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/26/2021 1:42:43 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"crawforddanrealtor_gmail.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-07-26T13:42:43Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"d490901a-1b07-4a02-a353-891d3da937f4","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Claudia Stallings",,"Claudia",,"oBzTB1BA5UuVb2+seJ2BNg==",,,,"CStallings@cbww.com","cstallings",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","4/20/2020 12:51:57 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]","CStallings@cbww.com",,,"Stallings",,"US","cstallings@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"556f541b-dfac-4f15-979f-7d0e0bc33cd9","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"dakotahbrownrealtor@gmail.com",,,,,,,,"dakotahbrownrealtor@gmail.com","dakotahbrownrealtor_gmail.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","6/24/2021 7:23:33 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"dakotahbrownrealtor_gmail.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-06-24T19:23:33Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"3324250c-bc95-495f-8c3e-d3eaf09468d6","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"dave@colmarassociates.com",,,,,,,,"dave@colmarassociates.com","Guest_3324250cbc95495f8c3ed3eaf09468d6",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","1/27/2021 9:15:20 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"dave_colmarassociates.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-01-27T21:15:20Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"91f3dfa4-9361-4887-b4a9-580aa84ce097","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"dawnrealtor@tds.net",,,,,,,,"dawnrealtor@tds.net","Guest_91f3dfa493614887b4a9580aa84ce097",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","2/20/2021 12:12:19 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"dawnrealtor_tds.net#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-02-20T12:12:19Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"ad6982b3-4b20-4fe7-82c6-072f18601d71","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"deatherage.can@gmail.com",,,,,,,,"deatherage.can@gmail.com","deatherage.can_gmail.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/26/2021 1:42:47 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"deatherage.can_gmail.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-07-26T13:42:47Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"7e542c91-852b-4ccd-a2fd-ca8d70b3c29f","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Deb Taylor, CB Wallace & Wallace",,,,,,,,"DebTaylorCBWallace@cbww.com","DebTaylorCBWallace",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","1/24/2020 6:00:28 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"DebTaylorCBWallace@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"404cd7b1-a3b2-45a8-a5f5-07dd4c797b89","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Denise Ellison",,"Denise",,"OnSyKpXVxkGpYcR+X0z33w==",,,,"DEllison@cbww.com","dellison",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","4/25/2022 6:26:29 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]","404cd7b1a3b245a8a5f507dd4c797b89dellison@cbww.com",,,"Ellison",,"US","dellison@cbww.com",,,"Member"
